"","Amaretto Sour.txt","Aperol Spritz.txt","Boulevardier.txt","Classic Old Fashioned.txt","Cosmopolitan.txt","Daiquiri.txt","French75.txt","GinandTonic.txt","GinFizz.txt","Mai Tai.txt","Manhattan.txt","Margarita.txt","Mojito.txt","MoscowMule.txt","NewYorkSour.txt","Paloma.txt","Pinacolada.txt","TomCollins.txt","Whiskey sour.txt","Whisky Smash.txt"
"similar",3.83157055821048,0,0,0,1.8017667007043,2.14255859847003,0,0,1.7720405204391,0,0,0,1.82355405488921,1.78891855822645,0,1.92062790358103,1.91578527910524,0,0,0
"simpl",5.74735583731572,0,0,1.68782244135508,7.2070668028172,12.8553515908202,10.7335113493587,0,5.3161215613173,1.67635004019285,0,11.946052202057,12.7648783842245,1.78891855822645,11.8838754798437,9.60313951790515,3.83157055821048,10.3617716989839,10.5050479777858,6.673870654573
"sinc",1.91578527910524,0,0,1.68782244135508,0,0,0,0,3.5440810408782,1.67635004019285,0,0,1.82355405488921,0,0,0,0,0,0,0
"sip",1.91578527910524,1.98064591330728,3.41448105442437,3.37564488271017,1.8017667007043,0,0,2.03356831476162,3.5440810408782,0,3.6035334014086,0,3.64710810977842,5.36675567467935,1.98064591330728,0,0,0,0,0
"sliceinstruct",1.91578527910524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sour",78.5471964433149,0,1.70724052721218,1.68782244135508,3.6035334014086,10.7127929923501,0,0,7.0881620817564,1.67635004019285,3.6035334014086,3.98201740068566,1.82355405488921,0,77.245190618984,1.92062790358103,0,4.14470867959356,52.5252398889289,4.44924710304867
"startwhat",1.91578527910524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"step",3.83157055821048,0,3.41448105442437,0,0,0,0,2.03356831476162,0,1.67635004019285,0,1.99100870034283,0,0,0,1.92062790358103,0,2.07235433979678,0,0
"storebought",1.91578527910524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10100959555716,0
"straightforward",1.91578527910524,0,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,1.98064591330728,0,1.91578527910524,0,2.10100959555716,0
"strain",5.74735583731572,0,6.82896210884874,0,1.8017667007043,4.28511719694006,3.5778371164529,0,1.7720405204391,5.02905012057854,3.6035334014086,3.98201740068566,0,0,1.98064591330728,0,1.91578527910524,6.21706301939034,0,8.89849420609734
"strengthen",1.91578527910524,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"substitut",1.91578527910524,0,0,1.68782244135508,0,0,1.78891855822645,0,5.3161215613173,6.70540016077138,0,0,0,0,0,0,0,0,0,0
"summer",1.91578527910524,1.98064591330728,0,0,0,0,0,2.03356831476162,0,1.67635004019285,0,0,3.64710810977842,1.78891855822645,1.98064591330728,1.92062790358103,0,2.07235433979678,0,0
"surfac",3.83157055821048,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"sweet",17.2420675119472,5.94193773992185,17.0724052721218,6.75128976542033,14.4141336056344,6.42767579541009,0,0,5.3161215613173,5.02905012057854,12.6123669049301,5.97302610102849,10.9413243293352,0,11.8838754798437,3.84125580716206,1.91578527910524,8.28941735918712,6.30302878667147,0
"sweeten",3.83157055821048,0,0,1.68782244135508,9.0088335035215,4.28511719694006,0,0,5.3161215613173,1.67635004019285,0,0,9.11777027444604,3.5778371164529,7.92258365322913,0,3.83157055821048,8.28941735918712,4.20201919111431,2.22462355152433
"syrup",13.4104969537367,0,0,3.37564488271017,16.2159003063387,8.57023439388012,12.5224299075852,0,10.6322431226346,25.1452506028927,0,1.99100870034283,12.7648783842245,0,23.7677509596874,7.68251161432412,1.91578527910524,14.5064803785775,25.2121151466859,8.89849420609734
"syrupi",1.91578527910524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tablespoon",5.74735583731572,5.94193773992185,5.12172158163655,1.68782244135508,0,6.42767579541009,3.5778371164529,0,3.5440810408782,8.38175020096423,0,0,0,0,0,0,5.74735583731572,0,6.30302878667147,4.44924710304867
"tangi",1.91578527910524,1.98064591330728,0,0,3.6035334014086,0,3.5778371164529,0,5.3161215613173,0,0,1.99100870034283,0,1.78891855822645,0,1.92062790358103,1.91578527910524,0,0,4.44924710304867
"tart",3.83157055821048,0,0,0,9.0088335035215,4.28511719694006,0,0,1.7720405204391,0,0,1.99100870034283,1.82355405488921,0,1.98064591330728,3.84125580716206,0,0,4.20201919111431,0
"tast",3.83157055821048,1.98064591330728,6.82896210884874,0,1.8017667007043,0,1.78891855822645,0,5.3161215613173,3.35270008038569,7.2070668028172,0,3.64710810977842,3.5778371164529,1.98064591330728,1.92062790358103,9.57892639552621,2.07235433979678,4.20201919111431,0
"teaspoon",1.91578527910524,0,0,5.06346732406525,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"techniqu",1.91578527910524,1.98064591330728,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"tequila",3.83157055821048,0,0,1.68782244135508,0,0,0,6.10070494428487,0,0,0,17.9190783030855,1.82355405488921,5.36675567467935,5.94193773992185,26.8887906501344,0,0,0,0
"textur",3.83157055821048,0,0,0,0,2.14255859847003,0,0,3.5440810408782,0,0,1.99100870034283,0,0,0,0,1.91578527910524,0,0,0
"that",1.91578527910524,0,1.70724052721218,3.37564488271017,1.8017667007043,2.14255859847003,1.78891855822645,2.03356831476162,7.0881620817564,8.38175020096423,1.8017667007043,5.97302610102849,3.64710810977842,5.36675567467935,3.96129182661456,3.84125580716206,1.91578527910524,2.07235433979678,2.10100959555716,8.89849420609734
"thick",1.91578527910524,0,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,1.91578527910524,0,0,0
"think",1.91578527910524,0,0,1.68782244135508,1.8017667007043,6.42767579541009,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,2.22462355152433
"three",1.91578527910524,0,1.70724052721218,0,0,0,0,0,0,0,5.4053001021129,0,0,0,0,0,1.91578527910524,0,0,0
"time",3.83157055821048,1.98064591330728,0,1.68782244135508,0,0,7.15567423290581,2.03356831476162,0,1.67635004019285,1.8017667007043,0,3.64710810977842,1.78891855822645,0,0,0,2.07235433979678,0,11.1231177576217
"titl",1.91578527910524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tone",1.91578527910524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"top",5.74735583731572,3.96129182661456,0,0,0,0,3.5778371164529,2.03356831476162,14.1763241635128,6.70540016077138,0,3.98201740068566,1.82355405488921,3.5778371164529,15.8451673064583,5.76188371074309,1.91578527910524,8.28941735918712,2.10100959555716,2.22462355152433
"tri",1.91578527910524,3.96129182661456,8.53620263606092,5.06346732406525,1.8017667007043,4.28511719694006,1.78891855822645,0,5.3161215613173,1.67635004019285,1.8017667007043,3.98201740068566,3.64710810977842,0,3.96129182661456,11.5237674214862,3.83157055821048,0,4.20201919111431,4.44924710304867
"type",1.91578527910524,0,3.41448105442437,0,1.8017667007043,4.28511719694006,1.78891855822645,0,3.5440810408782,6.70540016077138,5.4053001021129,3.98201740068566,0,5.36675567467935,5.94193773992185,0,0,4.14470867959356,0,0
"use",1.91578527910524,5.94193773992185,10.2434431632731,5.06346732406525,14.4141336056344,2.14255859847003,3.5778371164529,6.10070494428487,5.3161215613173,6.70540016077138,7.2070668028172,3.98201740068566,5.47066216466762,1.78891855822645,1.98064591330728,9.60313951790515,3.83157055821048,2.07235433979678,4.20201919111431,2.22462355152433
"vanilla",1.91578527910524,0,0,1.68782244135508,0,0,0,0,0,3.35270008038569,1.8017667007043,0,0,0,0,0,1.91578527910524,0,0,0
"version",1.91578527910524,0,1.70724052721218,1.68782244135508,10.8106002042258,0,0,0,0,6.70540016077138,0,0,1.82355405488921,0,0,3.84125580716206,7.66314111642096,0,2.10100959555716,0
"vodka",3.83157055821048,0,0,0,21.6212004084516,0,1.78891855822645,6.10070494428487,0,0,0,0,3.64710810977842,32.2005340480761,1.98064591330728,0,1.91578527910524,4.14470867959356,0,4.44924710304867
"voila",1.91578527910524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"way",3.83157055821048,3.96129182661456,3.41448105442437,1.68782244135508,0,2.14255859847003,3.5778371164529,4.06713662952325,1.7720405204391,0,3.6035334014086,1.99100870034283,7.29421621955683,7.15567423290581,1.98064591330728,0,1.91578527910524,4.14470867959356,0,2.22462355152433
"well",3.83157055821048,0,1.70724052721218,0,0,0,0,0,3.5440810408782,1.67635004019285,1.8017667007043,1.99100870034283,0,3.5778371164529,0,1.92062790358103,1.91578527910524,0,0,2.22462355152433
"wellknown",1.91578527910524,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"whiskey",13.4104969537367,0,17.0724052721218,20.253869296261,1.8017667007043,0,0,6.10070494428487,0,0,18.017667007043,0,1.82355405488921,1.78891855822645,37.6322723528384,0,0,2.07235433979678,50.4242302933718,44.4924710304867
"white",17.2420675119472,0,3.41448105442437,0,0,8.57023439388012,0,0,24.8085672861474,0,5.4053001021129,0,0,0,5.94193773992185,0,7.66314111642096,0,4.20201919111431,0
"whiteth",1.91578527910524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"within",1.91578527910524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"without",7.66314111642096,0,1.70724052721218,0,0,0,1.78891855822645,0,5.3161215613173,1.67635004019285,3.6035334014086,1.99100870034283,0,1.78891855822645,0,1.92062790358103,0,2.07235433979678,0,4.44924710304867
"word",1.91578527910524,0,0,3.37564488271017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"work",3.83157055821048,0,0,0,0,0,0,0,5.3161215613173,3.35270008038569,0,1.99100870034283,0,3.5778371164529,0,1.92062790358103,1.91578527910524,0,0,2.22462355152433
"worth",1.91578527910524,3.96129182661456,0,0,1.8017667007043,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"youll",5.74735583731572,1.98064591330728,0,1.68782244135508,1.8017667007043,0,0,0,12.4042836430737,1.67635004019285,0,5.97302610102849,1.82355405488921,0,0,0,0,0,6.30302878667147,6.673870654573
"your",1.91578527910524,1.98064591330728,1.70724052721218,3.37564488271017,0,0,0,6.10070494428487,1.7720405204391,0,0,1.99100870034283,1.82355405488921,0,0,3.84125580716206,0,2.07235433979678,4.20201919111431,0
"youv",1.91578527910524,0,1.70724052721218,3.37564488271017,1.8017667007043,0,0,0,0,1.67635004019285,3.6035334014086,0,0,3.5778371164529,3.96129182661456,1.92062790358103,0,0,0,0
"absolut",0,1.98064591330728,0,0,1.8017667007043,0,0,0,3.5440810408782,0,0,0,0,0,0,0,0,0,0,0
"abv",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"alcohol",0,3.96129182661456,0,1.68782244135508,1.8017667007043,4.28511719694006,3.5778371164529,0,0,0,0,0,1.82355405488921,0,0,0,1.91578527910524,0,0,0
"along",0,1.98064591330728,0,3.37564488271017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"amaro",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"americano",0,3.96129182661456,3.41448105442437,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"anoth",0,1.98064591330728,0,0,0,0,1.78891855822645,2.03356831476162,1.7720405204391,0,0,0,0,1.78891855822645,3.96129182661456,1.92062790358103,0,0,0,0
"aperitif",0,9.90322956653641,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"aperol",0,43.5742100927602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"appetit",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"approach",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"associ",0,1.98064591330728,1.70724052721218,1.68782244135508,1.8017667007043,2.14255859847003,1.78891855822645,0,0,1.67635004019285,1.8017667007043,1.99100870034283,1.82355405488921,1.78891855822645,1.98064591330728,0,1.91578527910524,2.07235433979678,2.10100959555716,0
"back",0,3.96129182661456,5.12172158163655,1.68782244135508,1.8017667007043,4.28511719694006,0,0,0,0,1.8017667007043,0,1.82355405488921,0,1.98064591330728,0,0,4.14470867959356,6.30302878667147,4.44924710304867
"better",0,1.98064591330728,1.70724052721218,3.37564488271017,0,2.14255859847003,1.78891855822645,0,3.5440810408782,0,0,0,1.82355405488921,0,1.98064591330728,0,0,0,0,0
"beverag",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"boast",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bought",0,1.98064591330728,0,0,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,2.10100959555716,0
"bright",0,3.96129182661456,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bring",0,1.98064591330728,0,0,1.8017667007043,0,0,4.06713662952325,0,1.67635004019285,0,0,0,0,0,0,0,2.07235433979678,2.10100959555716,0
"brunch",0,1.98064591330728,0,0,5.4053001021129,0,3.5778371164529,0,0,0,0,0,1.82355405488921,0,0,1.92062790358103,0,0,0,0
"bubbl",0,13.864521393151,0,0,0,0,5.36675567467935,2.03356831476162,1.7720405204391,0,0,0,1.82355405488921,1.78891855822645,1.98064591330728,0,0,4.14470867959356,0,0
"came",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10100959555716,0
"campari",0,9.90322956653641,13.6579242176975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"capri",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"captur",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"champagn",0,3.96129182661456,0,0,5.4053001021129,0,28.6226969316232,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"chill",0,7.92258365322913,1.70724052721218,0,0,2.14255859847003,0,0,1.7720405204391,0,0,0,0,0,0,0,1.91578527910524,2.07235433979678,0,2.22462355152433
"citrusi",0,1.98064591330728,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44924710304867
"clear",0,3.96129182661456,3.41448105442437,16.8782244135508,0,0,0,0,0,0,0,11.946052202057,0,0,0,13.4443953250672,0,12.4341260387807,2.10100959555716,0
"cold",0,1.98064591330728,0,0,1.8017667007043,2.14255859847003,1.78891855822645,4.06713662952325,0,1.67635004019285,0,0,0,1.78891855822645,1.98064591330728,0,0,0,2.10100959555716,4.44924710304867
"common",0,3.96129182661456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"compani",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,1.91578527910524,0,0,0
"complain",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"content",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22462355152433
"critic",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"definit",0,1.98064591330728,5.12172158163655,5.06346732406525,0,0,0,0,0,1.67635004019285,1.8017667007043,1.99100870034283,1.82355405488921,1.78891855822645,0,0,3.83157055821048,4.14470867959356,4.20201919111431,0
"dont",0,1.98064591330728,3.41448105442437,1.68782244135508,3.6035334014086,0,3.5778371164529,2.03356831476162,1.7720405204391,1.67635004019285,3.6035334014086,0,1.82355405488921,7.15567423290581,0,5.76188371074309,3.83157055821048,4.14470867959356,2.10100959555716,2.22462355152433
"drinkwhat",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eye",0,1.98064591330728,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fair",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fill",0,1.98064591330728,3.41448105442437,1.68782244135508,0,2.14255859847003,0,0,1.7720405204391,0,1.8017667007043,0,0,0,0,3.84125580716206,0,2.07235433979678,0,4.44924710304867
"gentl",0,1.98064591330728,1.70724052721218,1.68782244135508,0,0,0,0,0,0,0,0,5.47066216466762,0,1.98064591330728,1.92062790358103,0,2.07235433979678,0,4.44924710304867
"good",0,1.98064591330728,3.41448105442437,1.68782244135508,0,0,0,0,1.7720405204391,0,1.8017667007043,1.99100870034283,1.82355405488921,1.78891855822645,0,0,0,0,2.10100959555716,0
"grab",0,1.98064591330728,1.70724052721218,0,0,0,0,2.03356831476162,0,1.67635004019285,3.6035334014086,0,0,0,0,0,0,0,0,0
"hand",0,1.98064591330728,5.12172158163655,0,5.4053001021129,0,3.5778371164529,2.03356831476162,0,0,1.8017667007043,1.99100870034283,0,0,0,0,1.91578527910524,2.07235433979678,2.10100959555716,0
"heart",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"herb",0,3.96129182661456,1.70724052721218,1.68782244135508,0,0,0,4.06713662952325,0,0,1.8017667007043,0,1.82355405488921,1.78891855822645,0,0,0,0,0,4.44924710304867
"herbal",0,1.98064591330728,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"high",0,1.98064591330728,0,0,0,0,0,0,3.5440810408782,0,0,0,0,0,1.98064591330728,0,0,0,2.10100959555716,0
"hype",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hypewhat",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"iba",0,1.98064591330728,3.41448105442437,3.37564488271017,1.8017667007043,2.14255859847003,1.78891855822645,0,0,1.67635004019285,1.8017667007043,1.99100870034283,1.82355405488921,1.78891855822645,1.98064591330728,0,3.83157055821048,2.07235433979678,2.10100959555716,0
"identifi",0,1.98064591330728,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"intern",0,1.98064591330728,1.70724052721218,1.68782244135508,1.8017667007043,2.14255859847003,1.78891855822645,0,0,1.67635004019285,1.8017667007043,1.99100870034283,1.82355405488921,1.78891855822645,1.98064591330728,0,1.91578527910524,2.07235433979678,2.10100959555716,0
"invent",0,3.96129182661456,3.41448105442437,0,1.8017667007043,2.14255859847003,1.78891855822645,2.03356831476162,1.7720405204391,1.67635004019285,1.8017667007043,1.99100870034283,1.82355405488921,3.5778371164529,1.98064591330728,0,5.74735583731572,0,0,0
"inwel",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"key",0,1.98064591330728,0,0,0,0,0,2.03356831476162,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"label",0,1.98064591330728,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"less",0,1.98064591330728,3.41448105442437,0,1.8017667007043,0,0,0,0,1.67635004019285,0,1.99100870034283,1.82355405488921,0,0,0,1.91578527910524,0,0,0
"light",0,9.90322956653641,0,1.68782244135508,0,2.14255859847003,0,0,0,0,0,0,1.82355405488921,0,1.98064591330728,0,0,4.14470867959356,0,2.22462355152433
"likeadd",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list",0,1.98064591330728,1.70724052721218,3.37564488271017,3.6035334014086,2.14255859847003,1.78891855822645,0,0,1.67635004019285,1.8017667007043,1.99100870034283,1.82355405488921,3.5778371164529,1.98064591330728,0,1.91578527910524,2.07235433979678,2.10100959555716,2.22462355152433
"look",0,1.98064591330728,5.12172158163655,1.68782244135508,0,0,0,0,1.7720405204391,0,5.4053001021129,3.98201740068566,0,3.5778371164529,1.98064591330728,7.68251161432412,0,6.21706301939034,4.20201919111431,0
"love",0,1.98064591330728,5.12172158163655,5.06346732406525,0,0,1.78891855822645,0,7.0881620817564,0,3.6035334014086,1.99100870034283,0,3.5778371164529,1.98064591330728,1.92062790358103,0,0,0,2.22462355152433
"low",0,3.96129182661456,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"main",0,1.98064591330728,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"max",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"meal",0,3.96129182661456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"meet",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"midpric",0,1.98064591330728,0,0,0,2.14255859847003,0,0,1.7720405204391,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"might",0,1.98064591330728,0,0,0,4.28511719694006,0,0,1.7720405204391,6.70540016077138,0,0,1.82355405488921,1.78891855822645,0,0,0,0,0,0
"mind",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"minim",0,3.96129182661456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"much",0,3.96129182661456,1.70724052721218,0,0,2.14255859847003,1.78891855822645,0,0,1.67635004019285,3.6035334014086,0,0,0,0,1.92062790358103,0,0,0,0
"negroni",0,5.94193773992185,25.6086079081828,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"new",0,1.98064591330728,3.41448105442437,1.68782244135508,1.8017667007043,0,3.5778371164529,0,3.5440810408782,0,1.8017667007043,1.99100870034283,1.82355405488921,0,21.7871050463801,0,0,0,0,0
"offici",0,3.96129182661456,5.12172158163655,5.06346732406525,1.8017667007043,2.14255859847003,1.78891855822645,0,0,3.35270008038569,3.6035334014086,3.98201740068566,1.82355405488921,3.5778371164529,1.98064591330728,0,5.74735583731572,2.07235433979678,4.20201919111431,0
"orang",0,11.8838754798437,5.12172158163655,20.253869296261,1.8017667007043,0,0,10.1678415738081,0,11.7344502813499,1.8017667007043,7.96403480137131,0,0,0,0,1.91578527910524,0,6.30302878667147,0
"originalwhen",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"plenti",0,1.98064591330728,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"polarizingcousin",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"possibl",0,1.98064591330728,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,1.98064591330728,1.92062790358103,0,0,2.10100959555716,0
"proof",0,1.98064591330728,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,1.91578527910524,0,0,0
"prosecco",0,13.864521393151,1.70724052721218,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"qualiti",0,3.96129182661456,0,0,0,8.57023439388012,0,0,3.5440810408782,0,0,0,0,1.78891855822645,1.98064591330728,0,0,0,2.10100959555716,0
"question",0,1.98064591330728,1.70724052721218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rang",0,1.98064591330728,0,0,0,2.14255859847003,0,0,1.7720405204391,0,0,0,0,3.5778371164529,0,0,0,0,0,0
"ratio",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"reach",0,1.98064591330728,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"real",0,1.98064591330728,0,0,1.8017667007043,0,0,0,0,3.35270008038569,1.8017667007043,0,0,5.36675567467935,0,0,3.83157055821048,0,0,0
"refresh",0,1.98064591330728,0,0,3.6035334014086,4.28511719694006,1.78891855822645,4.06713662952325,3.5440810408782,0,0,0,7.29421621955683,3.5778371164529,0,5.76188371074309,0,4.14470867959356,0,4.44924710304867
"relat",0,1.98064591330728,0,0,0,4.28511719694006,0,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"renown",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"restaur",0,1.98064591330728,0,0,0,0,0,0,0,3.35270008038569,0,3.98201740068566,0,0,0,0,3.83157055821048,0,0,0
"review",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"roll",0,1.98064591330728,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"saperol",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sbagliato",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"see",0,1.98064591330728,0,3.37564488271017,0,0,0,2.03356831476162,3.5440810408782,0,1.8017667007043,1.99100870034283,0,0,0,1.92062790358103,1.91578527910524,2.07235433979678,4.20201919111431,2.22462355152433
"sever",0,1.98064591330728,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,1.91578527910524,0,0,0
"soda",0,7.92258365322913,0,0,0,0,0,0,12.4042836430737,0,0,0,5.47066216466762,0,1.98064591330728,23.0475348429724,0,6.21706301939034,0,6.673870654573
"sparkl",0,9.90322956653641,0,1.68782244135508,0,0,7.15567423290581,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"spin",0,3.96129182661456,0,1.68782244135508,3.6035334014086,2.14255859847003,0,0,1.7720405204391,0,1.8017667007043,0,7.29421621955683,3.5778371164529,1.98064591330728,3.84125580716206,1.91578527910524,0,0,6.673870654573
"spritz",0,39.6129182661456,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sprung",0,1.98064591330728,0,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"squeez",0,5.94193773992185,1.70724052721218,5.06346732406525,1.8017667007043,0,0,0,0,0,0,0,0,0,0,5.76188371074309,1.91578527910524,0,0,2.22462355152433
"stimul",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"stir",0,5.94193773992185,8.53620263606092,0,0,0,7.15567423290581,0,0,0,5.4053001021129,0,0,0,0,5.76188371074309,0,0,2.10100959555716,0
"straw",0,7.92258365322913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"stun",0,1.98064591330728,5.12172158163655,0,0,0,0,0,0,0,0,0,0,0,3.96129182661456,1.92062790358103,0,2.07235433979678,2.10100959555716,0
"subt",0,1.98064591330728,1.70724052721218,0,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"sugari",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sun",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sure",0,1.98064591330728,3.41448105442437,1.68782244135508,0,2.14255859847003,0,0,1.7720405204391,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"sweetit",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"thank",0,1.98064591330728,0,0,0,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"there",0,3.96129182661456,1.70724052721218,1.68782244135508,0,2.14255859847003,1.78891855822645,0,1.7720405204391,3.35270008038569,3.6035334014086,3.98201740068566,0,0,0,0,0,0,0,0
"timebubbl",0,1.98064591330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"today",0,1.98064591330728,0,0,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"tonic",0,1.98064591330728,0,0,0,0,1.78891855822645,56.9399128133255,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
