"","Amaretto Sour.txt","Aperol Spritz.txt","Boulevardier.txt","Classic Old Fashioned.txt","Cosmopolitan.txt","Daiquiri.txt","French75.txt","GinandTonic.txt","GinFizz.txt","Mai Tai.txt","Manhattan.txt","Margarita.txt","Mojito.txt","MoscowMule.txt","NewYorkSour.txt","Paloma.txt","Pinacolada.txt","TomCollins.txt","Whiskey sour.txt","Whisky Smash.txt"
"recommend",0,0,0,1.68782244135508,0,0,0,0,0,0,1.8017667007043,0,0,1.78891855822645,0,0,0,0,0,0
"repositori",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"requir",0,0,0,3.37564488271017,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"rim",0,0,0,1.68782244135508,0,0,0,0,0,0,0,13.9370609023998,0,1.78891855822645,0,24.9681627465534,0,0,0,0
"said",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"season",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,2.22462355152433
"servinginstruct",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22462355152433
"shape",0,0,0,1.68782244135508,0,0,1.78891855822645,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,2.07235433979678,0,0
"shine",0,0,0,3.37564488271017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"side",0,0,0,1.68782244135508,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"skrewbal",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"small",0,0,0,3.37564488271017,0,0,0,0,0,0,1.8017667007043,1.99100870034283,0,1.78891855822645,0,1.92062790358103,0,2.07235433979678,0,0
"smoke",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"smokeinfus",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"smoki",0,0,0,1.68782244135508,0,0,0,0,0,1.67635004019285,0,0,0,1.78891855822645,0,1.92062790358103,0,0,0,0
"soak",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"special",0,0,0,1.68782244135508,0,0,1.78891855822645,0,0,3.35270008038569,0,0,0,0,0,0,0,0,0,0
"specialti",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spicier",0,0,0,1.68782244135508,0,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"spirit",0,0,0,1.68782244135508,0,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,2.22462355152433
"spoon",0,0,0,3.37564488271017,0,0,0,4.06713662952325,0,0,0,0,1.82355405488921,0,5.94193773992185,0,0,0,0,2.22462355152433
"squar",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"start",0,0,0,3.37564488271017,0,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,4.20201919111431,0
"stuff",0,0,0,3.37564488271017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"style",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"sugar",0,0,0,18.5660468549059,12.6123669049301,2.14255859847003,0,0,0,0,0,1.99100870034283,3.64710810977842,0,3.96129182661456,0,1.91578527910524,0,2.10100959555716,0
"swirl",0,0,0,3.37564488271017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"though",0,0,0,3.37564488271017,0,0,0,0,0,0,0,1.99100870034283,1.82355405488921,0,1.98064591330728,1.92062790358103,1.91578527910524,0,0,0
"timeless",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tool",0,0,0,1.68782244135508,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,6.673870654573
"tradit",0,0,0,1.68782244135508,1.8017667007043,0,0,6.10070494428487,0,5.02905012057854,1.8017667007043,0,0,5.36675567467935,1.98064591330728,1.92062790358103,1.91578527910524,0,2.10100959555716,2.22462355152433
"tray",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"trick",0,0,0,1.68782244135508,0,0,0,0,3.5440810408782,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"truli",0,0,0,1.68782244135508,0,0,0,0,0,0,3.6035334014086,1.99100870034283,0,0,0,1.92062790358103,0,0,2.10100959555716,0
"unfinish",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"wisconsin",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wooden",0,0,0,5.06346732406525,0,0,0,0,0,0,0,0,3.64710810977842,0,0,0,0,0,0,2.22462355152433
"worri",0,0,0,1.68782244135508,0,0,0,0,0,0,0,0,0,0,0,0,1.91578527910524,0,0,0
"youd",0,0,0,5.06346732406525,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,2.07235433979678,0,2.22462355152433
"alreadi",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22462355152433
"amount",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bachelorett",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"bay",0,0,0,0,3.6035334014086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"breez",0,0,0,0,9.0088335035215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bridal",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"brighter",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"brilliant",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"buy",0,0,0,0,1.8017667007043,0,0,0,5.3161215613173,0,0,1.99100870034283,1.82355405488921,0,0,0,5.74735583731572,2.07235433979678,2.10100959555716,0
"celebr",0,0,0,0,1.8017667007043,0,3.5778371164529,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"celebratori",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"christma",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"citi",0,0,0,0,1.8017667007043,0,0,0,0,0,1.8017667007043,0,0,0,1.98064591330728,0,0,0,0,0
"citron",0,0,0,0,7.2070668028172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"claim",0,0,0,0,1.8017667007043,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"cointreau",0,0,0,0,5.4053001021129,0,0,0,0,6.70540016077138,0,13.9370609023998,0,0,1.98064591330728,0,0,0,0,0
"colorus",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"corn",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cosmo",0,0,0,0,18.017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cosmopolitan",0,0,0,0,19.8194337077473,0,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"cranberri",0,0,0,0,37.8371007147903,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"creat",0,0,0,0,1.8017667007043,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,2.10100959555716,0
"crisp",0,0,0,0,1.8017667007043,0,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"custom",0,0,0,0,5.4053001021129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"deeper",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"disney",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"disput",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"easier",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"electr",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"etcinstruct",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"expert",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"extra",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"festiv",0,0,0,0,1.8017667007043,0,3.5778371164529,0,0,1.67635004019285,0,1.99100870034283,1.82355405488921,0,0,0,1.91578527910524,0,2.10100959555716,0
"fit",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fresco",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"friend",0,0,0,0,1.8017667007043,0,1.78891855822645,0,1.7720405204391,0,0,1.99100870034283,0,1.78891855822645,0,0,0,2.07235433979678,0,0
"fun",0,0,0,0,1.8017667007043,0,1.78891855822645,4.06713662952325,1.7720405204391,1.67635004019285,0,1.99100870034283,3.64710810977842,0,1.98064591330728,0,1.91578527910524,0,0,0
"gather",0,0,0,0,1.8017667007043,0,0,2.03356831476162,0,1.67635004019285,1.8017667007043,0,0,0,0,0,1.91578527910524,0,0,0
"geek",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gender",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"gentler",0,0,0,0,3.6035334014086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"grapefruit",0,0,0,0,1.8017667007043,2.14255859847003,0,6.10070494428487,0,0,0,0,0,0,0,34.5713022644585,0,0,0,0
"height",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"highfructos",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"histori",0,0,0,0,1.8017667007043,0,0,0,0,0,1.8017667007043,0,0,0,0,1.92062790358103,0,0,0,0
"holiday",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"howev",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"idea",0,0,0,0,1.8017667007043,0,1.78891855822645,4.06713662952325,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"itwhat",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"juicea",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"killer",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kind",0,0,0,0,1.8017667007043,2.14255859847003,0,0,0,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"kindsit",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"laid",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,2.22462355152433
"leftov",0,0,0,0,1.8017667007043,0,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"legit",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lemonflavor",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lime",0,0,0,0,9.0088335035215,27.8532617801104,0,4.06713662952325,0,11.7344502813499,0,7.96403480137131,5.47066216466762,7.15567423290581,7.92258365322913,11.5237674214862,7.66314111642096,0,2.10100959555716,2.22462355152433
"liquid",0,0,0,0,1.8017667007043,0,1.78891855822645,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"long",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,1.8017667007043,0,0,1.78891855822645,0,0,0,0,0,0
"madra",0,0,0,0,3.6035334014086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mimosa",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"modern",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,1.78891855822645,3.96129182661456,0,0,2.07235433979678,0,0
"moscow",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,35.778371164529,0,0,0,0,0,0
"mother",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"mule",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,64.4010680961522,0,0,0,0,0,0
"nice",0,0,0,0,1.8017667007043,0,0,0,0,0,0,1.99100870034283,0,0,0,1.92062790358103,0,2.07235433979678,0,0
"omit",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"order",0,0,0,0,1.8017667007043,2.14255859847003,0,0,0,3.35270008038569,0,0,0,0,0,0,0,0,0,0
"other",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"pair",0,0,0,0,1.8017667007043,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pantri",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"patio",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,1.82355405488921,1.78891855822645,1.98064591330728,0,0,2.07235433979678,0,2.22462355152433
"pineappl",0,0,0,0,1.8017667007043,2.14255859847003,0,0,0,8.38175020096423,0,0,1.82355405488921,0,0,0,19.1578527910524,0,0,0
"pink",0,0,0,0,7.2070668028172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"plus",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,1.8017667007043,0,0,1.78891855822645,0,0,1.91578527910524,0,4.20201919111431,0
"purist",0,0,0,0,3.6035334014086,0,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"put",0,0,0,0,1.8017667007043,0,0,0,1.7720405204391,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"readi",0,0,0,0,1.8017667007043,0,0,0,1.7720405204391,0,0,1.99100870034283,0,0,0,0,0,0,0,0
"reason",0,0,0,0,1.8017667007043,0,0,0,1.7720405204391,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"reveal",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"romant",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"rum",0,0,0,0,3.6035334014086,34.2809375755205,0,6.10070494428487,0,53.6432012861711,0,0,9.11777027444604,1.78891855822645,1.98064591330728,0,34.4841350238943,0,0,0
"sea",0,0,0,0,3.6035334014086,0,0,0,0,0,0,1.99100870034283,0,0,0,5.76188371074309,0,0,0,0
"sex",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"shower",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"sometim",0,0,0,0,1.8017667007043,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"specifi",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spice",0,0,0,0,1.8017667007043,0,0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0
"standard",0,0,0,0,3.6035334014086,0,0,0,1.7720405204391,0,0,0,0,1.78891855822645,0,0,0,0,2.10100959555716,0
"thing",0,0,0,0,1.8017667007043,0,0,4.06713662952325,0,0,1.8017667007043,0,1.82355405488921,0,0,0,1.91578527910524,0,0,0
"toodo",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"toowhat",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tropic",0,0,0,0,1.8017667007043,0,0,0,0,3.35270008038569,0,0,1.82355405488921,0,0,0,5.74735583731572,0,0,0
"unsweeten",0,0,0,0,5.4053001021129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"vari",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"welcomwhen",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"weve",0,0,0,0,7.2070668028172,0,1.78891855822645,2.03356831476162,0,0,0,0,1.82355405488921,0,1.98064591330728,0,3.83157055821048,4.14470867959356,0,0
"wheel",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"whole",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yes",0,0,0,0,1.8017667007043,0,3.5778371164529,0,0,0,0,0,0,0,0,0,0,0,0,0
"zing",0,0,0,0,1.8017667007043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"alway",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,6.30302878667147,0
"banana",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"becam",0,0,0,0,0,2.14255859847003,0,0,0,1.67635004019285,0,0,0,0,0,0,1.91578527910524,0,0,0
"boozi",0,0,0,0,0,2.14255859847003,0,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,2.22462355152433
"brazilian",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cachaça",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"caiprinha",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cousin",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,1.92062790358103,0,2.07235433979678,2.10100959555716,0
"cuba",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"cuban",0,0,0,0,0,2.14255859847003,1.78891855822645,0,0,0,0,0,5.47066216466762,0,0,0,0,0,0,0
"daiquiri",0,0,0,0,0,68.561875151041,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"dairyfre",0,0,0,0,0,2.14255859847003,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"dark",0,0,0,0,0,2.14255859847003,0,0,0,23.4689005626998,1.8017667007043,0,0,3.5778371164529,0,0,0,0,0,0
"dedic",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dramat",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"easytorememb",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"enough",0,0,0,0,0,2.14255859847003,0,0,0,1.67635004019285,0,0,7.29421621955683,0,0,0,0,0,0,0
"ernest",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"formula",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"forth",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"freeinstruct",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fresh",0,0,0,0,0,4.28511719694006,0,0,1.7720405204391,5.02905012057854,0,0,7.29421621955683,0,0,5.76188371074309,0,0,2.10100959555716,0
"frozen",0,0,0,0,0,10.7127929923501,0,0,0,0,0,0,3.64710810977842,0,0,1.92062790358103,19.1578527910524,0,0,0
"glutenfre",0,0,0,0,0,2.14255859847003,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"goe",0,0,0,0,0,2.14255859847003,0,0,0,0,3.6035334014086,1.99100870034283,0,1.78891855822645,0,3.84125580716206,0,0,0,0
"hemingway",0,0,0,0,0,4.28511719694006,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"hundr",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icon",0,0,0,0,0,2.14255859847003,0,0,1.7720405204391,0,0,0,5.47066216466762,0,0,0,1.91578527910524,0,0,0
"indic",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"live",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lover",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mango",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"maraschino",0,0,0,0,0,2.14255859847003,0,0,0,0,1.8017667007043,0,0,0,0,0,0,2.07235433979678,0,0
"mask",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"memor",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"memorizewhat",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mint",0,0,0,0,0,4.28511719694006,0,2.03356831476162,0,5.02905012057854,0,0,16.4119864940029,0,0,0,0,0,0,20.021611963719
"peach",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"plantbas",0,0,0,0,0,2.14255859847003,0,0,3.5440810408782,0,0,0,0,0,0,0,0,0,0,0
"pocket",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pure",0,0,0,0,0,4.28511719694006,0,0,0,0,0,0,1.82355405488921,0,0,0,0,2.07235433979678,4.20201919111431,0
"realiz",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"refin",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,1.98064591330728,0,0,0,0,0
"reminisc",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"repertoir",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"slice",0,0,0,0,0,2.14255859847003,0,4.06713662952325,0,3.35270008038569,0,0,0,0,0,0,0,0,2.10100959555716,4.44924710304867
"smoothi",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sort",0,0,0,0,0,2.14255859847003,0,2.03356831476162,0,0,0,0,0,0,0,0,0,0,0,0
"sound",0,0,0,0,0,2.14255859847003,0,2.03356831476162,0,1.67635004019285,0,0,0,0,0,0,1.91578527910524,0,0,0
"southsid",0,0,0,0,0,4.28511719694006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"strawberri",0,0,0,0,0,4.28511719694006,0,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"sweetenerreadi",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sweetenerthi",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tastier",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"teen",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"turn",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,3.84125580716206,0,0,0,0
"ubiquitoushow",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"vegan",0,0,0,0,0,2.14255859847003,0,0,7.0881620817564,0,0,0,0,0,0,0,0,0,0,0
"vegetarian",0,0,0,0,0,2.14255859847003,0,0,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"virgin",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,1.82355405488921,0,0,0,1.91578527910524,0,0,0
"wedgeus",0,0,0,0,0,2.14255859847003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"advanc",0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0,0,0,0,0,0,0,0
"anyon",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,1.91578527910524,0,0,0
"anyth",0,0,0,0,0,0,1.78891855822645,0,0,1.67635004019285,1.8017667007043,0,0,0,0,0,0,0,0,0
"asid",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"avoid",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,3.5778371164529,0,0,1.91578527910524,0,0,0
"babi",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"behow",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"belov",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"bloodi",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"botan",0,0,0,0,0,0,3.5778371164529,6.10070494428487,1.7720405204391,0,0,0,0,0,0,0,0,0,0,0
"built",0,0,0,0,0,0,1.78891855822645,0,0,1.67635004019285,0,0,0,0,0,0,0,0,0,0
"cava",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"chambord",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"champagnepopular",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"check",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"cider",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0
"circl",0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0,0,0,0,0,0,0,0
"classi",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,2.07235433979678,0,2.22462355152433
"cross",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"crowd",0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"cup",0,0,0,0,0,0,10.7335113493587,2.03356831476162,0,0,0,0,1.82355405488921,3.5778371164529,0,0,7.66314111642096,0,4.20201919111431,0
"cute",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,1.92062790358103,0,0,0,0
"discard",0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,0,0,0,0,0,0,0,0
"elderflow",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"entertain",0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,1.82355405488921,0,0,0,0,2.07235433979678,2.10100959555716,2.22462355152433
"etc",0,0,0,0,0,0,3.5778371164529,0,0,0,0,0,1.82355405488921,0,0,0,0,0,0,0
"eve",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"everi",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,2.07235433979678,0,0
"field",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"fluid",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"flute",0,0,0,0,0,0,5.36675567467935,0,0,0,0,0,0,0,0,0,0,0,0,0
"frenchborn",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
"germain",0,0,0,0,0,0,1.78891855822645,0,0,0,0,0,0,0,0,0,0,0,0,0
